date,forecast_var,fold,actual_var,target,log_forecast
2021-02-09,9.732959295919683e-05,Fold5_2021,4.4366241008909357e-07,-14.628201901354629,-9.237407473603898
2021-02-10,7.421240566426149e-05,Fold5_2021,1.8971237193898072e-07,-15.477756743687262,-9.508579229525283
2021-02-11,5.762898317719167e-05,Fold5_2021,2.603092612792779e-06,-12.85881035333284,-9.761484936655537
2021-02-12,4.3710274326283064e-05,Fold5_2021,2.4283081787062966e-05,-10.625730672847995,-10.037927373055599
2021-02-16,4.191805139972251e-05,Fold5_2021,7.508306680648872e-07,-14.102085685885426,-10.079794002817138
2021-02-17,3.56948036564222e-05,Fold5_2021,5.271808190077232e-08,-16.758307330176315,-10.240505435615475
2021-02-18,2.8753341531443084e-05,Fold5_2021,1.8192749865765606e-05,-10.914487402271426,-10.456756570294141
2021-02-19,3.379637299861788e-05,Fold5_2021,3.124067384038161e-06,-12.676374756424913,-10.295157068966386
2021-02-22,3.167252350317154e-05,Fold5_2021,5.962272091245996e-05,-9.727473833176711,-10.360061019401758
2021-02-23,4.6921253082448295e-05,Fold5_2021,1.4736859120844635e-06,-13.427743872327435,-9.967039827748572
2021-02-24,3.541122942090022e-05,Fold5_2021,0.00012009658302434943,-9.027214280370924,-10.248481572847007
2021-02-25,5.442780429016092e-05,Fold5_2021,0.0005949051902837919,-7.4271085091761115,-9.818635426398705
2021-02-26,0.00017391928484742597,Fold5_2021,2.668731602579723e-05,-10.531322160646134,-8.656919246562651
2021-03-01,0.00014289485249956822,Fold5_2021,0.0005736508007636073,-7.463489707810383,-8.853401495373763
2021-03-02,0.00022257870947939442,Fold5_2021,6.136872616820199e-05,-9.698610198366566,-8.410229768443736
2021-03-03,0.00018950279140233643,Fold5_2021,0.0001778043261928088,-8.634826903387408,-8.571106803194946
2021-03-04,0.0001981385384664336,Fold5_2021,0.00015504869334380354,-8.771771339774812,-8.526544082713711
2021-03-05,0.00019896194584030855,Fold5_2021,0.00033231039313242364,-8.009441106738853,-8.522396978459106
2021-03-08,0.00022343448415596413,Fold5_2021,2.491177150318684e-05,-10.60017011507322,-8.406392322650836
2021-03-09,0.0001753909375994059,Fold5_2021,0.0002009774921034316,-8.512317635760297,-8.648493146411116
2021-03-10,0.00018036548758702296,Fold5_2021,3.850372351522648e-05,-10.164755606665892,-8.620525279131158
2021-03-11,0.00014273317731615054,Fold5_2021,0.00010176723128921527,-9.192822398699784,-8.854533563545004
2021-03-12,0.00013479304146686154,Fold5_2021,1.812157382594521e-06,-13.220992498378736,-8.911769981984202
2021-03-15,9.352560159797454e-05,Fold5_2021,3.5352715166935766e-05,-10.25013536045429,-9.277275345267732
